"claim_id","claim","source_excerpt","my_label"
"q06:verified:0","Disaggregated serving, as described by NVIDIA's user guide [1], separates these phases into independent worker pools for better scalability and resource management.","SOURCE [1] (Disaggregated serving — NVIDIA Dynamo user guide):
Digest
Light
On this page
  * When It Helps
  * Mental Model
  * KV Transfer Is the Critical Path
  * Deploying Disaggregated with RDMA
  * Deployment Paths
  * Backend Examples
  * Operational Notes
  * Next Steps

Scroll to top
Feature Guides
# Disaggregated Serving
Split prefill and decode into independently scalable worker pools
Ask a question|Copy page|View as Markdown|More actions
Disaggregated serving separates the two main phases of LLM inference:  
| Phase  | What it does  | Scaling pressure  |  
| --- | --- | --- |  
| Prefill  | Processes the prompt and produces the initial KV cache.  | Input length, prompt reuse, context size  |  
| Decode  | Generates output tokens using the KV cache.  | Concurrency, output length, active KV memory  |  
In an aggregated deployment, each worker does both phases. In a disaggregated deployment, prefill workers and decode workers are separate pools. Dynamo routes each request through prefill first, transfers or exposes the KV cache state to decode, and streams the response from the decode worker.
## When It Helps
Disaggregated serving is most useful when prefill and decode need different resource shapes:
  * long prompts or retrieval-heavy traffic make prefill expensive
  * long generations or high concurrency make decode the bottleneck
  * you want to scale prefill and decode replicas independently
  * you want to pair prefill/decode separation with KV-aware routing
  * ","supported"
"q16:verified:1","This can limit the throughput that can be served, especially for long-context inputs [4][5].","SOURCE [4] (Efficient Memory Management for LLM Serving with PagedAttention — arXiv):
Efficient Memory Management for Large Language Model Serving with PagedAttention
Authors:Woosuk Kwon, Zhuohan Li, Siyuan Zhuang, Ying Sheng, Lianmin Zheng, Cody Hao Yu, Joseph E. Gonzalez, Hao Zhang, Ion Stoica
View a PDF of the paper titled Efficient Memory Management for Large Language Model Serving with PagedAttention, by Woosuk Kwon and 8 other authors
View PDF
> Abstract:High throughput serving of large language models (LLMs) requires batching sufficiently many requests at a time. However, existing systems struggle because the key-value cache (KV cache) memory for each request is huge and grows and shrinks dynamically. When managed inefficiently, this memory can be significantly wasted by fragmentation and redundant duplication, limiting the batch size. To address this problem, we propose PagedAttention, an attention algorithm inspired by the classical virtual memory and paging techniques in operating systems. On top of it, we build vLLM, an LLM serving system that achieves (1) near-zero waste in KV cache memory and (2) flexible sharing of KV cache within and across requests to further reduce memory usage. Our evaluations show that vLLM improves the throughput of popular LLMs by 2-4× with the same level of latency compared to the state-of-the-art systems, such as FasterTransformer and Orca. The improvement is more pronounced with longer sequences, larger models, and more complex decodin","unsupported"
"q17:raw:8","4x throughput improvement with optimized model implementations like NVIDIA’s FasterTransformer [1].","SOURCE [1] (Continuous batching in LLM inference — Anyscale blog (part 2)):
You can try out continuous batching today: see _this example to run vLLM on Ray Serve_.
The remainder of this blog is structured as follows:
  * We’ll cover the basics of how LLM inference works and highlight inefficiencies in traditional request-based dynamic batching policies.
  * We’ll introduce continuous batching and how it answers many of the inefficiencies of request-based dynamic batching. 
  * We then discuss our benchmarks and the implications this has on how to serve LLM models cost-effectively.

* * *
##  LinkThe basics of LLM inference
There is a lot to know about LLM inference, and we refer users to __Efficient Inference on a Single GPU__and __Optimization story: Bloom inference__ for more detail. However, at a high level, LLM inference is pretty straightforward.
For each request:
  1. You start with a sequence of tokens (called the ""prefix"" or ""prompt"").
  2. The LLM produces a sequence of completion tokens, stopping only after producing a stop token or reaching a maximum sequence length.","unsupported"
"q17:verified:5","**vLLM**: An open-source project by UC Berkeley that builds upon Orca’s design to further optimize memory management and batch processing [4].","SOURCE [4] (Efficient Memory Management for LLM Serving with PagedAttention — arXiv):
Efficient Memory Management for Large Language Model Serving with PagedAttention
Authors:Woosuk Kwon, Zhuohan Li, Siyuan Zhuang, Ying Sheng, Lianmin Zheng, Cody Hao Yu, Joseph E. Gonzalez, Hao Zhang, Ion Stoica
View a PDF of the paper titled Efficient Memory Management for Large Language Model Serving with PagedAttention, by Woosuk Kwon and 8 other authors
View PDF
> Abstract:High throughput serving of large language models (LLMs) requires batching sufficiently many requests at a time. However, existing systems struggle because the key-value cache (KV cache) memory for each request is huge and grows and shrinks dynamically. When managed inefficiently, this memory can be significantly wasted by fragmentation and redundant duplication, limiting the batch size. To address this problem, we propose PagedAttention, an attention algorithm inspired by the classical virtual memory and paging techniques in operating systems. On top of it, we build vLLM, an LLM serving system that achieves (1) near-zero waste in KV cache memory and (2) flexible sharing of KV cache within and across requests to further reduce memory usage. Our evaluations show that vLLM improves the throughput of popular LLMs by 2-4× with the same level of latency compared to the state-of-the-art systems, such as FasterTransformer and Orca. The improvement is more pronounced with longer sequences, larger models, and more complex decodin","partial"
"q04:verified:5","**DynamicCache**: Allows the cache size to grow dynamically, making it suitable for models using sliding window attention or chunked attention [4].","SOURCE [4] (KV cache strategies — Hugging Face Transformers docs (part 1)):
Join the Hugging Face community
and get access to the augmented documentation experience
Collaborate on models, datasets and Spaces
Faster examples with accelerated inference
Switch between documentation themes
Sign Up
to get started
Copy page
#   Cache strategies
The key-value (KV) vectors are used to calculate attention scores. For autoregressive models, KV scores are calculated _every_ time because the model predicts one token at a time. Each prediction depends on the previous tokens, which means the model performs the same computations each time.
A KV _cache_ stores these calculations so they can be reused without recomputing them. Efficient caching is crucial for optimizing model performance because it reduces computation time and improves response rates. Refer to the Caching doc for a more detailed explanation about how a cache works.
Transformers offers several Cache classes that implement different caching mechanisms. Some of these Cache classes are optimized to save memory while others are designed to maximize generation speed. Refer to the table below to compare cache types and use it to help you select the best cache for your use case.  
| Cache Type  | Supports sliding layers  | Supports offloading  | Supports torch.compile()  | Expected memory usage  |  
| --- | --- | --- | --- | --- |  
| Dynamic Cache  | Yes  | Yes  | No  | Medium  |  
| Static Cache  | Yes  | Yes  | Yes  | High  |  
| ","unsupported"
"q07:verified:3","Each backend handles the specific model type and optimizes its performance according to the configured parameters [4][5].","SOURCE [4] (triton-inference-server/server — GitHub README (part 1)):
* README
  * Contributing
  * BSD-3-Clause license
  * Security

More items

Warning
You are currently on the `main` branch which tracks under-development progress towards the next release. The current release is version 2.70.0 and corresponds to the 26.06 container release on NVIDIA GPU Cloud (NGC).
# Triton Inference Server

Triton Inference Server is an open source inference serving software that streamlines AI inferencing. Triton enables teams to deploy any AI model from multiple deep learning and machine learning frameworks, including TensorRT, PyTorch, ONNX, OpenVINO, Python, RAPIDS FIL, and more. Triton Inference Server supports inference across cloud, data center, edge and embedded devices on NVIDIA GPUs, x86 and ARM CPU, or AWS Inferentia. Triton Inference Server delivers optimized performance for many query types, including real time, batched, ensembles and audio/video streaming. Triton inference Server is part of NVIDIA AI Enterprise, a software platform that accelerates the data science pipeline and streamlines the development and deployment of production AI.
Major features include:
  * Supports multiple deep learning frameworks
  * Supports multiple machine learning frameworks
  * Concurrent model execution
  * Dynamic batching
  * Sequence batching and implicit state management for stateful models
  * Provides Backend API that allows adding custom backends and pre/post processing operations
  ","supported"
"q04:raw:3","Pipeline parallelism involves sharding the model vertically into chunks, where each chunk comprises a subset of layers executed on separate devices [1].","SOURCE [1] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 4)):
Managing this KV cache efficiently is a challenging endeavor. Growing linearly with batch size and sequence length, the memory requirement can quickly scale. Consequently, it limits the throughput that can be served, and poses challenges for long-context inputs. This is the motivation behind several optimizations featured in this post.
## Scaling up LLMs with model parallelization
One way to reduce the per-device memory footprint of the model weights is to distribute the model over several GPUs. Spreading the memory and compute footprint enables running larger models, or larger batches of inputs. Model parallelization is a necessity to train or infer on a model requiring more memory than available on a single device, and to make training times and inference measures (latency or throughput) suitable for certain use cases. There are several ways of parallelizing the model based on how the model weights are split. 
Note that data parallelism is also a technique often mentioned in the same context as the others listed below. In this, weights of the model are copied over multiple devices, and the (global) batch size of inputs is sharded across each of the devices into microbatches. It reduces the overall execution time by processing larger batches. However, it is a training time optimization that is less relevant during inference.
Note that any model-parallel techniques—including pipeli","partial"
"q17:raw:2","**Token Generation**: The model generates additional tokens until a stop token is reached or a maximum length is exceeded [3].","SOURCE [3] (Continuous batching in LLM inference — Anyscale blog (part 1)):
Ray Summit returns Aug 24–26, 2026. Save 50% on your pass now!
Anyscale
Product
Use Cases
Developers
Customers
Pricing
Log inGet Started with $100 Credit
HomeBlogBlog Detail
# How continuous batching enables 23x throughput in LLM inference while reducing p50 latency
By Cade Daniel, Chen Shen, Eric Liang and Richard Liaw| June 22, 2023
In this blog, we’ll cover the basics of large language model (LLM) inference and highlight inefficiencies in traditional batching policies. We’ll introduce **continuous batching** and discuss benchmark results for existing batching systems such as HuggingFace’s text-generation-inference and vLLM. By leveraging vLLM, users can achieve 23x LLM inference throughput while reducing p50 latency.  
  
Due to the large GPU memory footprint and compute cost of LLMs, serving dominates the compute cost for most real world applications. ML engineers often treat LLMs like ""black boxes"" that can only be optimized with internal changes such as quantization and custom CUDA kernels. However, this is not entirely the case. Because LLMs iteratively generate their output, and because LLM inference is often memory and not compute bound, there are surprising _system-level_ batching optimizations that make 10x or more differences in real-world workloads.
One recent such proposed optimization is **continuous batching** , also known as **dynamic batching** , or batching with **iteration-level sc","unsupported"
"q02:verified:2","**Ethical Alignment**: Claude is developed using 'constitutional AI' to improve ethical compliance, whereas GPT-4's development does not explicitly mention such a technique (Sources [1], [3]).","SOURCE [1] (Claude (language model) — Wikipedia):
|  
| License  | Proprietary  |  
| Website  |  claude.ai   |  
**Claude** is a series of large language models developed by American software company Anthropic. Claude was released as an AI-based chatbot in March 2023. It is also used in AI-assisted software development.
Claude is trained using ""constitutional AI"", a technique developed by Anthropic to improve ethical and legal compliance (AI alignment). Since Claude 3, each generation has typically been released in three sizes, from least to most capable: Haiku, Sonnet, and Opus. An additional model named Claude Mythos was released to a handful of companies in 2026.
US federal agencies started phasing out the use of Claude after Anthropic refused to remove contractual prohibitions on the use of Claude for mass domestic surveillance and fully-autonomous weapons.[[1]]( Following the refusal, the Department of Defense (DoD) designated the company a ""supply chain risk"" and barred all U.S. private military contractors, suppliers, and partners from doing business with the firm. On March 26, 2026, a federal judge issued a temporary injunction against the DoD's designation.[[3]](
## Products
[edit source&action=edit&section=1 ""Edit section's source code: Products"")]
### Claude
[edit source&action=edit&section=2 ""Edit section's source code: Claude"")]
Claude is an AI chatbot similar to ChatGPT, capable of writing, coding, conducting research, and having conversations. In June 2024, An","unsupported"
"q18:raw:2","For instance, an 8.3 billion parameter GPT-2 model was trained with a sustained performance of 15.1 PetaFLOPs across the entire application [1].","SOURCE [1] (Megatron-LM: Training Multi-Billion Parameter Models — arXiv):
Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism
Authors:Mohammad Shoeybi, Mostofa Patwary, Raul Puri, Patrick LeGresley, Jared Casper, Bryan Catanzaro
View a PDF of the paper titled Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism, by Mohammad Shoeybi and 5 other authors
View PDF
> Abstract:Recent work in language modeling demonstrates that training large transformer models advances the state of the art in Natural Language Processing applications. However, very large models can be quite difficult to train due to memory constraints. In this work, we present our techniques for training very large transformer models and implement a simple, efficient intra-layer model parallel approach that enables training transformer models with billions of parameters. Our approach does not require a new compiler or library changes, is orthogonal and complimentary to pipeline model parallelism, and can be fully implemented with the insertion of a few communication operations in native PyTorch. We illustrate this approach by converging transformer based models up to 8.3 billion parameters using 512 GPUs. We sustain 15.1 PetaFLOPs across the entire application with 76% scaling efficiency when compared to a strong single GPU baseline that sustains 39 TeraFLOPs, which is 30% of peak FLOPs. To demonstrate that large language models can further advance ","unsupported"
"q04:raw:0","The memory requirement for the KV cache grows linearly with batch size and sequence length [3].","SOURCE [3] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 3)):
With batching, the KV cache of each of the requests in the batch must still be allocated separately, and can have a large memory footprint. The formula below delineates the size of the KV cache, applicable to most common LLM architectures today.
**Size of KV cache per token in bytes = 2 * (num_layers) * (num_heads * dim_head) * precision_in_bytes**
The first factor of 2 accounts for the K and V matrices. Commonly, the value of (num_heads * dim_head) is the same as the hidden_size (or dimension of the model, d_model) of the transformer. These model attributes are commonly found in model cards or associated config files.
This memory size is required for each token in the input sequence, across the batch of inputs. Assuming half-precision, the total size of KV cache is given by the formula below.
**Total size of KV cache in bytes = (batch_size) * (sequence_length) * 2 * (num_layers) * (hidden_size) * sizeof(FP16)**
For example, with a Llama 2 7B model in 16-bit precision and a batch size of 1, the size of the KV cache will be 1 * 4096 * 2 * 32 * 4096 * 2 bytes, which is ~2 GB.","supported"
"q03:raw:2","The disaggregated serving flow is orchestrated by the `PrefillRouter`, which selects a prefill worker based on KV-aware routing or simple load balancing (Source [4]).","SOURCE [4] (Disaggregated Serving — NVIDIA Dynamo design docs (part 2)):
The disaggregation design in Dynamo features a flexible framework that delivers strong performance across various conditions.
## Efficient KV Transfer
The key to high-performance disaggregation is efficient KV transfer. Dynamo leverages NIXL to transfer KV cache directly from the VRAM of the prefill engine to the VRAM of the decode engine. The KV transfer is non-blocking, allowing GPU forward passes to continue serving other requests during the transfer.
### Router Orchestration
The disaggregated serving flow is orchestrated by the `PrefillRouter`:
  1. **Worker Selection** : The router selects a prefill worker using KV-aware routing (based on cache overlap scores and load) or simple load balancing.
  2. **Prefill Execution** : The router sends the prefill request to the selected prefill worker. The prefill worker computes the KV cache and returns `disaggregated_params` containing backend-specific transfer metadata.
  3. **Decode Routing** : The router injects the prefill result into the decode request, th","supported"
"q05:verified:1","Techniques like word embeddings and deep learning networks generate these vectors [1][3].","SOURCE [1] (Vector database — Wikipedia (part 1)):
|  
A **vector database** , **vector store** or **vector search engine** is a database that stores and retrieves embeddings ""Embedding \(machine learning\)"") of data in vector space.[[1]]( Vector databases typically implement approximate nearest neighbor algorithms so users can search for records semantically similar to a given input, unlike traditional databases which primarily look up records by exact match.[[2]]( Use-cases for vector databases include similarity search, semantic search, multi-modal search, recommendations engines, object detection, and retrieval-augmented generation (RAG).[[1]](
Vector embeddings are mathematical representations of data in a high-dimensional space. In this space, each dimension corresponds to a feature ""Feature \(machine learning\)"") of the data, with the number of dimensions ranging from a few hundred to tens of thousands, depending on the complexity of the data being represented. Each data item is represented by one vector in this space. Words, phrases, or entire documents, as well as images, audio, and other types of data, can all be vectorized.[[1]](
These feature vectors may be computed from the raw data using machine learning methods such as feature extraction algorithms, word embeddings[[4]]( or deep learning networks. The goal is that semantically similar data items receive feature vectors close to each other. 
Vector retrieval can be combined with metadata filtering or lexical sea","unsupported"
"q02:verified:0","Anthropic**: GPT-4 is developed by OpenAI, while Claude is part of the Anthropic suite of AI models (Source [2], Source [3]).","SOURCE [2] (GPT-4 — Wikipedia (part 2)):
## Reception
[edit]
In January 2023, Sam Altman, CEO of OpenAI, visited Congress to demonstrate GPT-4 and its improved ""security controls"" compared to other AI models, according to U.S. Representatives Don Beyer and Ted Lieu quoted in _The New York Times_.[[61]](
In March 2023, it ""impressed observers with its markedly improved performance across reasoning, retention, and coding"", according to _Vox ""Vox \(website\)"")_ ,[[62]]( while _Mashable_ judged that GPT-4 was generally an improvement over its predecessor, with some exceptions.[[63]](
Microsoft researchers with early access to the model wrote that ""it could reasonably be viewed as an early (yet still incomplete) version of an artificial general intelligence (AGI) system"".[[14]](
### Concerns
[edit]
Before being fine-tuned ""Fine-tuning \(machine learning\)"") and aligned by reinforcement learning from human feedback (RLHF), suggestions to assassinate people on a list were elicited from the base model by a red team investigator hired by OpenAI, Nathan Labenz.[[64]](
During extended conversations with Microsoft's Bing Chat (powered by GPT-4), Kevin Roose documented the system making romantic advances, suggesting he divorce his wife, and expressing desires to harm one of its developers.[[65]]( Microsoft later stated that this behavior resulted from the prolonged length of context, which confused the model on what questions it was answering.[[67]](
In March 2023, a model with enabled re","unsupported"
"q17:verified:1","**Memory Management**: Techniques like PagedAttention in vLLM reduce memory fragmentation, allowing for more efficient use of GPU resources and higher batch sizes [4].","SOURCE [4] (Efficient Memory Management for LLM Serving with PagedAttention — arXiv):
Efficient Memory Management for Large Language Model Serving with PagedAttention
Authors:Woosuk Kwon, Zhuohan Li, Siyuan Zhuang, Ying Sheng, Lianmin Zheng, Cody Hao Yu, Joseph E. Gonzalez, Hao Zhang, Ion Stoica
View a PDF of the paper titled Efficient Memory Management for Large Language Model Serving with PagedAttention, by Woosuk Kwon and 8 other authors
View PDF
> Abstract:High throughput serving of large language models (LLMs) requires batching sufficiently many requests at a time. However, existing systems struggle because the key-value cache (KV cache) memory for each request is huge and grows and shrinks dynamically. When managed inefficiently, this memory can be significantly wasted by fragmentation and redundant duplication, limiting the batch size. To address this problem, we propose PagedAttention, an attention algorithm inspired by the classical virtual memory and paging techniques in operating systems. On top of it, we build vLLM, an LLM serving system that achieves (1) near-zero waste in KV cache memory and (2) flexible sharing of KV cache within and across requests to further reduce memory usage. Our evaluations show that vLLM improves the throughput of popular LLMs by 2-4× with the same level of latency compared to the state-of-the-art systems, such as FasterTransformer and Orca. The improvement is more pronounced with longer sequences, larger models, and more complex decodin","partial"
"q08:verified:1","**Model Parallelism** (Source [7]):","SOURCE [7] (Mastering LLM Techniques: Inference Optimization — NVIDIA Developer Blog (part 4)):
Managing this KV cache efficiently is a challenging endeavor. Growing linearly with batch size and sequence length, the memory requirement can quickly scale. Consequently, it limits the throughput that can be served, and poses challenges for long-context inputs. This is the motivation behind several optimizations featured in this post.
## Scaling up LLMs with model parallelization
One way to reduce the per-device memory footprint of the model weights is to distribute the model over several GPUs. Spreading the memory and compute footprint enables running larger models, or larger batches of inputs. Model parallelization is a necessity to train or infer on a model requiring more memory than available on a single device, and to make training times and inference measures (latency or throughput) suitable for certain use cases. There are several ways of parallelizing the model based on how the model weights are split. 
Note that data parallelism is also a technique often mentioned in the same context as the others listed below. In this, weights of the model are copied over multiple devices, and the (global) batch size of inputs is sharded across each of the devices into microbatches. It reduces the overall execution time by processing larger batches. However, it is a training time optimization that is less relevant during inference.
Note that any model-parallel techniques—including pipeli","supported"
"q08:verified:3","**Experimentation with Structured Prompt Design**: Start by familiarizing yourself with different LLM APIs and their capabilities, then experiment with structured prompt design (Source [4]).","SOURCE [4] (LLMOps maturity model — Microsoft Learn (part 5)):
## Level 1 - initial
Tip
Score from GenAIOps Maturity Model Assessment: initial (0-9).
**Description:** Your organization is at the initial foundational stage of GenAIOps maturity. You're exploring the capabilities of LLMs but haven't yet developed structured practices or systematic approaches.
Begin by familiarizing yourself with different LLM APIs and their capabilities. Next, start experimenting with structured prompt design and basic prompt engineering. Review _**Microsoft Learn**_ articles as a starting point. Taking what you've learned, discover how to introduce basic metrics for LLM application performance evaluation.

### Suggested references for level 1 advancement
  * Foundry model catalog
  * Explore the Microsoft Foundry portal Model Catalog
  * Introduction to Prompt Engineering
  * Prompt Engineering Techniques
  * System Message Framework
  * Prompt Flow in Foundry portal
  * Evaluate GenAI Applications with Foundry
  * GenAI Evaluation and Monitoring Metrics with Foundry

To better understand GenAIOps, consider available Microsoft Learning courses and","supported"
"q15:verified:1","**NIM Day 0**: Provides fast access to newly released models with functional validation on a smaller set of NVIDIA GPUs [1].","SOURCE [1] (NIM for LLMs: introduction — NVIDIA docs (part 1)):
Is this page helpful?
# Overview#
NVIDIA NIM for Large Language Models (NIM LLM) is a production-ready way to run large language models with NVIDIA inference microservices (NIMs). NIM LLM brings state-of-the-art LLM serving to enterprise and developer workflows with validated containers, curated weights, and direct alignment with upstream inference engines.
NIM LLM is designed for teams that do not have the bandwidth to track the fast-moving LLM ecosystem. Depending on the offering, it can prioritize rapid access to newly released models, validated best-in-class performance, or enterprise lifecycle guarantees for long-term production deployments.
## NIM Offerings#
NIM LLM is available under two NIM offerings so you can choose the right balance of publication speed, peak performance, and enterprise lifecycle guarantees:
  * **NIM Day 0:** Fast access to newly released models with functional validation on a smaller set of NVIDIA GPUs.
  * **NIM Certified:** Enterprise production packaging with broader compatibility, documented refresh cadence, CVE patching, OSRB compliance, security updates, FedRAMP ready branches for government use cases, and NVIDIA AI Enterprise support.

For more information, refer to NIM Offerings.
## Key Benefits#
NIM LLM aligns with upstream engines and eliminates heavy downstream abstraction layers to provide the following benefits:
  * **Faster Feature Access:** You receive updates in weeks","supported"
"q17:raw:0","**Throughput Improvement**: Continuous batching can achieve up to 23x improvement in LLM inference throughput over naive batching methods [1][2].","SOURCE [1] (Continuous batching in LLM inference — Anyscale blog (part 2)):
You can try out continuous batching today: see _this example to run vLLM on Ray Serve_.
The remainder of this blog is structured as follows:
  * We’ll cover the basics of how LLM inference works and highlight inefficiencies in traditional request-based dynamic batching policies.
  * We’ll introduce continuous batching and how it answers many of the inefficiencies of request-based dynamic batching. 
  * We then discuss our benchmarks and the implications this has on how to serve LLM models cost-effectively.

* * *
##  LinkThe basics of LLM inference
There is a lot to know about LLM inference, and we refer users to __Efficient Inference on a Single GPU__and __Optimization story: Bloom inference__ for more detail. However, at a high level, LLM inference is pretty straightforward.
For each request:
  1. You start with a sequence of tokens (called the ""prefix"" or ""prompt"").
  2. The LLM produces a sequence of completion tokens, stopping only after producing a stop token or reaching a maximum sequence length.

SOURCE [2] (Continuous batching in LLM inference — Anyscale blog (part 6)):
Our continuous batching frameworks are:
  * **_Hugging Face’s text-generation-inference_****.** This is the inference server Hugging Face uses to power their LLM live-inference APIs. It _implements_ continuous batching.
  * _**Continuous batching on Ray Serve**_**.** _Ray Serve_ leverages Ray’s serverless capabilities to provi","partial"
"q05:raw:1","Techniques like word embeddings and deep learning networks generate these vectors [1][3].","SOURCE [1] (Vector database — Wikipedia (part 1)):
|  
A **vector database** , **vector store** or **vector search engine** is a database that stores and retrieves embeddings ""Embedding \(machine learning\)"") of data in vector space.[[1]]( Vector databases typically implement approximate nearest neighbor algorithms so users can search for records semantically similar to a given input, unlike traditional databases which primarily look up records by exact match.[[2]]( Use-cases for vector databases include similarity search, semantic search, multi-modal search, recommendations engines, object detection, and retrieval-augmented generation (RAG).[[1]](
Vector embeddings are mathematical representations of data in a high-dimensional space. In this space, each dimension corresponds to a feature ""Feature \(machine learning\)"") of the data, with the number of dimensions ranging from a few hundred to tens of thousands, depending on the complexity of the data being represented. Each data item is represented by one vector in this space. Words, phrases, or entire documents, as well as images, audio, and other types of data, can all be vectorized.[[1]](
These feature vectors may be computed from the raw data using machine learning methods such as feature extraction algorithms, word embeddings[[4]]( or deep learning networks. The goal is that semantically similar data items receive feature vectors close to each other. 
Vector retrieval can be combined with metadata filtering or lexical sea","unsupported"
"q15:verified:4","**Uncompromised Performance**: Direct access to raw vLLM capabilities without latency from abstraction layers [1].","SOURCE [1] (NIM for LLMs: introduction — NVIDIA docs (part 1)):
Is this page helpful?
# Overview#
NVIDIA NIM for Large Language Models (NIM LLM) is a production-ready way to run large language models with NVIDIA inference microservices (NIMs). NIM LLM brings state-of-the-art LLM serving to enterprise and developer workflows with validated containers, curated weights, and direct alignment with upstream inference engines.
NIM LLM is designed for teams that do not have the bandwidth to track the fast-moving LLM ecosystem. Depending on the offering, it can prioritize rapid access to newly released models, validated best-in-class performance, or enterprise lifecycle guarantees for long-term production deployments.
## NIM Offerings#
NIM LLM is available under two NIM offerings so you can choose the right balance of publication speed, peak performance, and enterprise lifecycle guarantees:
  * **NIM Day 0:** Fast access to newly released models with functional validation on a smaller set of NVIDIA GPUs.
  * **NIM Certified:** Enterprise production packaging with broader compatibility, documented refresh cadence, CVE patching, OSRB compliance, security updates, FedRAMP ready branches for government use cases, and NVIDIA AI Enterprise support.

For more information, refer to NIM Offerings.
## Key Benefits#
NIM LLM aligns with upstream engines and eliminates heavy downstream abstraction layers to provide the following benefits:
  * **Faster Feature Access:** You receive updates in weeks","partial"
"q18:verified:1","This method is orthogonal and complimentary to pipeline model parallelism, allowing for flexible scaling of training across multiple GPUs [1].","SOURCE [1] (Megatron-LM: Training Multi-Billion Parameter Models — arXiv):
Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism
Authors:Mohammad Shoeybi, Mostofa Patwary, Raul Puri, Patrick LeGresley, Jared Casper, Bryan Catanzaro
View a PDF of the paper titled Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism, by Mohammad Shoeybi and 5 other authors
View PDF
> Abstract:Recent work in language modeling demonstrates that training large transformer models advances the state of the art in Natural Language Processing applications. However, very large models can be quite difficult to train due to memory constraints. In this work, we present our techniques for training very large transformer models and implement a simple, efficient intra-layer model parallel approach that enables training transformer models with billions of parameters. Our approach does not require a new compiler or library changes, is orthogonal and complimentary to pipeline model parallelism, and can be fully implemented with the insertion of a few communication operations in native PyTorch. We illustrate this approach by converging transformer based models up to 8.3 billion parameters using 512 GPUs. We sustain 15.1 PetaFLOPs across the entire application with 76% scaling efficiency when compared to a strong single GPU baseline that sustains 39 TeraFLOPs, which is 30% of peak FLOPs. To demonstrate that large language models can further advance ","supported"
"q04:raw:7","PagedAttention is a novel approach that efficiently manages KV cache pages, reducing memory wastage and enabling larger batch sizes and higher throughput [7].","SOURCE [7] (Efficient Memory Management for LLM Serving with PagedAttention — arXiv):
Efficient Memory Management for Large Language Model Serving with PagedAttention
Authors:Woosuk Kwon, Zhuohan Li, Siyuan Zhuang, Ying Sheng, Lianmin Zheng, Cody Hao Yu, Joseph E. Gonzalez, Hao Zhang, Ion Stoica
View a PDF of the paper titled Efficient Memory Management for Large Language Model Serving with PagedAttention, by Woosuk Kwon and 8 other authors
View PDF
> Abstract:High throughput serving of large language models (LLMs) requires batching sufficiently many requests at a time. However, existing systems struggle because the key-value cache (KV cache) memory for each request is huge and grows and shrinks dynamically. When managed inefficiently, this memory can be significantly wasted by fragmentation and redundant duplication, limiting the batch size. To address this problem, we propose PagedAttention, an attention algorithm inspired by the classical virtual memory and paging techniques in operating systems. On top of it, we build vLLM, an LLM serving system that achieves (1) near-zero waste in KV cache memory and (2) flexible sharing of KV cache within and across requests to further reduce memory usage. Our evaluations show that vLLM improves the throughput of popular LLMs by 2-4× with the same level of latency compared to the state-of-the-art systems, such as FasterTransformer and Orca. The improvement is more pronounced with longer sequences, larger models, and more complex decodin","partial"
"q08:verified:0","It aims to deploy and maintain ML models in production reliably and efficiently by bridging the gap between development and operations (Source [2]).","SOURCE [2] (MLOps — Wikipedia (part 1)):
Approach to machine learning lifecycle management
MLOps is the set of practices at the intersection of Machine Learning, DevOps and Data Engineering
**MLOps** or **ML Ops** is a paradigm that aims to deploy and maintain machine learning models in production reliably and efficiently. It bridges the gap between machine learning development and production operations, ensuring that models are robust, scalable, and aligned with business goals. 
The word is a compound of ""machine learning"" and the continuous delivery practice (CI/CD) of DevOps in the software field. Machine learning models are tested and developed in isolated experimental systems. When an algorithm is ready to be launched, MLOps is practiced between data scientists, DevOps, and machine learning engineers to transition the algorithm to production systems.[[1]](
Similar to DevOps or DataOps approaches, MLOps seeks to increase automation and improve the quality of production models, while also focusing on business and regulatory requirements. While MLOps started as a set of best practices, it is slowly evolving into an independent approach to ML lifecycle management. MLOps applies to the entire lifecycle - from integrating with model generation (software development lifecycle, continuous integration/continuous delivery), orchestration ""Orchestration \(computing\)""), and deployment, to health, diagnostics, governance, and business metrics.
## Definition
[edit]
MLOps is a paradig","supported"
